,artikelnummer,bauweise,boden_und_zargen,bünde,cutaway,decke,erhältlich_seit,farbe,griffbrett,hersteller,inkl_gigbag,inkl_koffer,koffer,modell,preis,sattelbreite_in_mm,tonabnehmer,verkaufseinheit,verkaufsrang
389,158669,,Mahagoni,20,Nein,Fichte,November 2002,Natur,Palisander,Martin Guitars,Nein,,Ja,Martin Guitars D-18 Westerngitarre,2599.0,"44,50 mm",Nein,1 Stück,79378
390,452637,,Mahagoni,20,Nein,"Fichte, Massiv",Dezember 2018,Sunburst,Palisander,Gibson,Nein,,Ja,Gibson J-45 Vintage Sunburst,3998.0,"43,00 mm",Nein,1 Stück,14245
391,459593,,Ahorn,20,Ja,"Fichte, Massiv",April 2019,Black Cherry,Richlite,Gibson,Nein,,Ja,Gibson Hummingbird Chroma Avant Garde,3298.0,"43,00 mm",Nein,1 Stück,6666
392,460943,,Mahagoni,20,Nein,Fichte,März 2019,Burst,Ovangkol,Baton Rouge,Nein,,Nein,Baton Rouge L1LS/D-Burst,119.0,"46,00 mm",Nein,1 Stück,52996
393,461131,,Ahorn,20,Ja,"Zeder, massiv",,Schwarz,Pau Ferro,Harley Benton,Nein,,Nein,Harley Benton CLD-341SC BK Custom Line,399.0,"42,50 mm",Ja,1 Stück,87036
394,457750,,Ebenholz,20,Nein,Sitka Fichte massiv,März 2019,"Natur, Hochglanz",Pau Ferro,Guild,Nein,,Nein,Guild D-260E Deluxe NAT,579.0,"44,50 mm",Ja,1 Stück,41739
395,452584,,Palisander,20,Ja,"Fichte, Massiv",November 2018,Natur,Richlite,Gibson,Nein,,Ja,Gibson J-45 Avant Garde N,1799.0,"43,00 mm",Ja,1 Stück,30229
396,349667,,Okume,20,Nein,"Okume, massiv",September 2014,Natur,Ovangkol,Ibanez,Nein,,Nein,Ibanez AW54-OPN,229.0,"43,00 mm",Nein,1 Stück,22181
397,331625,,Mahagoni,16,Nein,"Fichte, Massiv",April 2014,Sunburst,Palisander,Gretsch,Nein,,Nein,Gretsch G5031FT Rancher,579.0,"43,00 mm",Ja,1 Stück,32372
398,452641,,Mahagoni,20,Nein,"Fichte, Massiv",Januar 2019,Cherry Burst,Palisander,Gibson,Nein,,Nein,Gibson Hummingbird Vintage,4280.0,"43,00 mm",Nein,1 Stück,34681
399,274625,,Catalpa,20,Ja,Fichte,Dezember 2011,Schwarz,Roseacer,Harley Benton,Ja,,Nein,Harley Benton HBD120 CE BK Bundle,179.0,"42,50 mm",Ja,1 Stück,6621
400,427492,,Mahagoni,20,Ja,Fichte,Januar 2018,Natur,Palisander,Epiphone,Nein,,Ja,Epiphone AJ-210CE Outfit NA,249.0,"42,60 mm",Ja,1 Stück,28252
401,457594,,"Palisander, Massiv",20,Nein,"Fichte, Massiv",April 2019,Sunburst,Ebenholz,Taylor,Nein,,Ja,Taylor Builders Edition 717 WHB,3199.0,"44,50 mm",Nein,1 Stück,84912
402,459958,,Ebenholz,20,Ja,"Fichte, Massiv",Februar 2019,Natur,Ebenholz,DAngelico,Nein,,Ja,DAngelico Excel Bowery Vintage Natural,749.0,"43,00 mm",Ja,1 Stück,34179
403,397021,,"Palisander, Massiv",20,Nein,"Fichte, Massiv",Oktober 2016,Natur,Ebenholz,Taylor,Nein,,Ja,Taylor 910e,3998.0,"44,50 mm",Ja,1 Stück,79493
404,454257,,Koa,20,Nein,"Koa, Massiv",Dezember 2018,Koa,Ovangkol,DAngelico,Nein,,Nein,DAngelico Premier Utica Niagara,319.0,"43,00 mm",Nein,1 Stück,53073
405,262568,,Sapele,20,Ja,Fichte,März 2011,Natur,Richlite,Martin Guitars,Nein,,Ja,Martin Guitars DCPA4,2098.0,"44,50 mm",Ja,1 Stück,13543
406,461221,,Walnuss,20,Nein,Sitka Fichte massiv,April 2019,Walnuss Burst,Walnuss,Gibson,Nein,,Ja,Gibson J-45 Studio Walnut Burst 2019,1490.0,"43,80 mm",Ja,1 Stück,9009
407,460662,,Mahagoni,20,Nein,Fichte,Februar 2019,Schwarz,Walnuss,Fender,Nein,,Nein,Fender FA-125 Blk WN,115.0,"42,95 mm",Nein,1 Stück,8260
408,345092,,Catalpa,20,Nein,Fichte,Januar 2015,Sunburst,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120VS,64.0,"42,50 mm",Nein,1 Stück,4157
409,441540,,Mahagoni,21,Ja,"Mahagoni, massiv",Juni 2018,Natur,Ebenholz,Framus,Nein,,Nein,Framus Legacy Series FD 14 M DN,369.0,"45,00 mm",Ja,1 Stück,12824
410,441871,J-45,Walnuss,20,Ja,"Fichte, Massiv",November 2018,"Sunburst, Hochglanz",Richlite,Gibson,Nein,,Ja,Gibson J-45 Walnut AG Cutaway LH 2019,1998.0,"44,00 mm",Ja,1 Stück,31293
411,441814,Hummingbird,"Mahagoni, Massiv",20,Nein,"Fichte, Massiv",August 2018,"Sunburst, Hochglanz",Palisander,Gibson,Nein,,Ja,Gibson Hummingbird VCS LH 2019,3499.0,"43,82 mm",Ja,1 Stück,80532
412,318346,,Mahagoni,20,Ja,Fichte,November 2013,Natur,Ovangkol,Harley Benton,Nein,,Nein,Harley Benton Custom Line CLD-16SCE,189.0,"43,00 mm",Ja,1 Stück,5351
413,240572,,Mahagoni,20,Ja,Fichte,Juni 2010,Natur,Palisander,Epiphone,Nein,,Nein,Epiphone DR-500MCE NA,535.0,"43,00 mm",Ja,1 Stück,4005
414,285629,,Mahagoni,20,Ja,Fichte,November 2012,Natur,Ovangkol,Harley Benton,Nein,,Nein,Harley Benton Custom Line CLD-1048SCE NS,189.0,"48,00 mm",Ja,1 Stück,1207
415,437385,,Mahagoni,20,Nein,"Fichte, Massiv",April 2018,Natur,Ebenholz,Larson Bros,Nein,,Ja,Larson Bros Stetson Style 1,2398.0,"45,00 mm",Nein,1 Stück,81373
416,456243,,Mahagoni,20,Ja,Fichte,,Blau,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120 TBS,64.0,"42,50 mm",Nein,1 Stück,89591
417,379845,,Nato,20,Nein,"Fichte, Massiv",April 2016,Natur,Palisander,Yamaha,Nein,,Nein,Yamaha FG800M,219.0,"43,00 mm",Nein,1 Stück,14991
418,462283,,Kirsche,21,Ja,"Fichte, Massiv",März 2019,Rot,Palisander,Art & Lutherie,Nein,,Nein,Art & Lutherie Americana Tennessee Red CW Q1T,549.0,"43,70 mm",Ja,1 Stück,12022
419,462449,,Walnuss,21,Nein,"Fichte, Massiv",April 2019,Natur,Palisander,Seagull,Nein,,Nein,Seagull Walnut Isys Natural,575.0,"43,69 mm",Ja,1 Stück,82295
420,278383,,Poly Board,20,Nein,Fichte,Februar 2012,Sunburst,Palisander,Yamaha,Nein,,Ja,Yamaha JR2 TSB,169.0,"43,00 mm",Nein,1 Stück,45387
421,462288,,Kirsche,21,Nein,"Fichte, Massiv",,Schwarz,Palisander,Art & Lutherie,Nein,,Nein,Art & Lutherie Americana Faded Black,449.0,"43,70 mm",Nein,1 Stück,82559
422,414611,,Catalpa,20,Nein,Fichte,Mai 2017,Schwarz,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120BK Bundle,79.0,"42,50 mm",Nein,1 Stück,12146
423,437851,,Mahagoni,21,Ja,"Fichte, Massiv",Mai 2018,"Natur, matt",Palisander,Framus,Nein,,Nein,Framus Legacy Series FD-14 SVCE,429.0,"45,00 mm",Ja,1 Stück,49130
424,245023,,Catalpa,20,Ja,Fichte,März 2010,Schwarz,Roseacer,Harley Benton,Ja,,Nein,Harley Benton HBD120CEBK Bundle UK,111.0,"42,50 mm",Ja,1 Stück,12093
425,465670,,Mahagoni,20,Nein,Fichte,Mai 2019,Natur,Palisander,Epiphone,Nein,,Nein,Epiphone AJ-100 NT,119.0,"44,00 mm",Nein,1 Stück,87063
426,284246,,Mahagoni,20,Nein,"Fichte, Massiv",November 2012,Natur,Ovangkol,Harley Benton,Nein,,Nein,Harley Benton HB Custom Line CLD-10S NS,129.0,"43,00 mm",Nein,1 Stück,10591
427,400601,,Mahagoni,20,Nein,Fichte,Dezember 2017,Sunburst,Palisander,Guild,Nein,,Ja,Guild D-40E ATB USA,2099.0,"43,00 mm",Ja,1 Stück,84789
428,379986,,Mahagoni,20,Ja,"Fichte, Massiv",Juni 2016,Natur,Palisander,Yamaha,Nein,,Nein,Yamaha FGX820C NT,449.0,"43,00 mm",Ja,1 Stück,20749
429,423967,,Mahagoni,20,Ja,Fichte,November 2017,Natur,Ovangkol,Takamine,Nein,,Nein,Takamine GD10CE-N,369.0,"43,00 mm",Ja,1 Stück,5323
430,324277,,Mahagoni,20,Nein,"Fichte, Massiv",September 2013,Natur,Ovangkol,Brümmer,Ja,,Nein,Brümmer Acoustic Steel CLD-10S Set,149.0,"43,00 mm",Nein,1 Stück,32608
431,351073,,Mahagoni,20,Nein,"Fichte, Massiv",Oktober 2014,Natur,Palisander,VGS,Nein,,Nein,VGS RT-10 Root NS,179.0,"43,00 mm",Nein,1 Stück,79435
432,379865,,Nato,20,Nein,"Fichte, Massiv",April 2016,Sunburst,Palisander,Yamaha,Nein,,Nein,Yamaha FG800 BS,269.0,"43,00 mm",Nein,1 Stück,41107
433,450874,,Mahagoni,20,Nein,"Fichte, Massiv",November 2018,Sunburst,Palisander,Yamaha,Nein,,Nein,Yamaha FG820 BS,309.0,"43,00 mm",Nein,1 Stück,57621
434,438006,,"Mahagoni, Massiv",21,Ja,"Fichte, Massiv",Mai 2018,Natur,Palisander,Framus,Nein,,Ja,Framus Legacy FD 28 Jörg Nassler CE,849.0,"48,00 mm",Ja,1 Stück,37028
435,404756,,Mahagoni,20,Nein,"Mahagoni, massiv",Februar 2017,Natur,Walnuss,Fender,Nein,,Nein,Fender CD-60S All Mah,198.0,"43,00 mm",Nein,1 Stück,91807
436,298271,,Mahagoni,20,Nein,Fichte,Oktober 2012,Sunburst,Palisander,Epiphone,Nein,,Nein,Epiphone Hummingbird Pro FCB,295.0,"42,80 mm",Ja,1 Stück,2527
437,462405,,Kirsche,21,Nein,"Zeder, massiv",März 2019,Natur,Palisander,Seagull,Nein,,Nein,Seagull Coastline Momentum A/E Natural,648.0,"43,69 mm",Ja,1 Stück,81871
438,452570,,Mahagoni,20,Ja,"Fichte, Massiv",Januar 2019,Cherry Burst,Palisander,Gibson,Nein,,Ja,Gibson J-45 Mahogany Avant Garde LCB,1749.0,"43,00 mm",Ja,1 Stück,80165
439,453663,,Mahagoni,20,Nein,"Fichte, Massiv",Dezember 2018,"Natur, Hochglanz",Ebenholz,Furch,Nein,,Nein,Furch Blue plus D-CM,1048.0,"45,00 mm",Nein,1 Stück,97582
440,457603,,Sapele,20,Nein,"Fichte, Massiv",Januar 2019,Natur,Ebenholz,Taylor,Nein,,Ja,Taylor 317 V-Class,1799.0,"44,50 mm",Nein,1 Stück,83138
441,460938,,Mahagoni,21,Nein,Fichte,März 2019,"Natur, matt",Ovangkol,Baton Rouge,Nein,,Nein,Baton Rouge L1LS/D Natural,129.0,"46,00 mm",Nein,1 Stück,45203
442,441797,,Mahagoni,20,Ja,Fichte,Juni 2018,Natur,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120CE NT Bundle,120.0,"42,50 mm",Ja,1 Stück,61713
443,441796,,Mahagoni,20,Ja,Fichte,Juni 2018,Natur,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120CE NT Bundle,99.0,"42,50 mm",Ja,1 Stück,54989
444,462285,,Kirsche,21,Nein,"Fichte, Massiv",März 2019,Rot,Palisander,Art & Lutherie,Nein,,Nein,Art & Lutherie Americana Tennessee Red Q1T,499.0,"43,70 mm",Ja,1 Stück,30449
445,416052,,Mahagoni,20,Ja,Fichte,Juni 2017,Natur,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120CE NT Bundle,89.0,"42,50 mm",Ja,1 Stück,1099
446,438051,,Mahagoni,22,Nein,Fichte,November 2018,Sunburst,Palisander,Epiphone,Nein,,Nein,Epiphone Peter Frampton 1964 Texan Ltd,729.0,"42,50 mm",Ja,1 Stück,79934
447,416053,,Catalpa,20,Ja,Fichte,Juni 2017,Sunburst,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120CE VS Bundle,89.0,"42,50 mm",Ja,1 Stück,7515
448,265452,,Palisander,20,Ja,Fichte,Juni 2011,Natur,Ebenholz,Lakewood,Nein,,Ja,Lakewood D-31 CP,2149.0,"44,00 mm",Ja,1 Stück,27801
